"configuration","problem","model","data_file","status","time","flatBoolVars","failures","propagations","run","nSolutions","eliminatedImplications","flatBoolConstraints","evaluatedReifiedConstraints","trailMem","intVariables","blockType","userDecisions","peakMem","backjumps","solutions","flatIntConstraints","objective","evaluatedHalfReifiedConstraints","objectiveBound","paths","extractedViews","method","baseMem","initTime","flatIntVars","variables","solveTime","nodes","restarts","peakDepth","flatTime","intVars","nogoods","randomSeed","oracleDecisions","unifiedVariables","boolVariables","propagators"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","SATISFIED","13.919534756802022","36453","53608","3008106","results_rect","1","58","11745","24766","","147","complete","41112","","","","38729","","116","","0","38019","satisfy","","0.389309","13406","","11.417568","","1295","725","1.30984","","","","27007","0","","698"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","62.33337342273444","29781","227082","15974272","results_rect","1","54","9585","20250","","135","complete","163572","","","","31769","","108","","0","31131","satisfy","","0.320513","11022","","60.097085","","7105","1710","1.17477","","","","155862","0","","626"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.274687348865","216","28611307","504315409","results_rect","0","108","162","","","","","","","","0","321","","216","","0","","satisfy","","0.006937","145","365","1199.88","57222669","0","62","0.112314","","","","","","","485"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.624499900266528","10963","22253","862430","results_rect","1","38","3515","7486","","87","complete","22331","","","","11989","","76","","0","11609","satisfy","","0.117153","4216","","2.702788","","0","21","0.434752","","","","0","0","","368"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.3531783930957","2040","5898817","3632833294","results_rect","0","60","675","1860","0.08","","","","0.0","188120","","2094","","120","","0","","satisfy","0.0","0.056","159","35848","1199.829","6086950","0","18","0.167184","190","5898817","-1608998976","","","35656","3883"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.5759867383167148","12420","3448","154592","results_rect","1","40","3980","8480","","93","complete","2606","","","","13545","","80","","0","13140","satisfy","","0.129083","4759","","0.487063","","27","66","0.505569","","","","1115","0","","393"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.8318680403754","41310","4151887","622366511","results_rect","0","60","13185","26880","","153","complete","4155387","","","","43730","","1860","","0","41250","satisfy","","0.43715","14529","","1198.097522","","0","18","1.46208","","","","0","0","","2468"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.4710456589236856","11780","3448","154034","results_rect","1","38","3762","8056","","91","complete","2606","","","","12901","","76","","0","12502","satisfy","","0.124069","4543","","0.476062","","27","63","0.499102","","","","1110","0","","387"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.8121710876003","38222","4228050","177082391","results_rect","0","58","12296","25984","","151","complete","4231576","","","","40639","","116","","0","39904","satisfy","","0.401178","14077","","1198.157378","","0","18","1.43947","","","","0","0","","723"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.567207945510745","9774","7841","1033847","results_rect","1","36","3087","6264","","81","complete","5627","","","","10696","","684","","0","9738","satisfy","","0.100617","3561","","0.820386","","295","3549","0.380806","","","","10835","0","","944"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","72.96474958583713","18920","424787","61032718","results_rect","1","44","5995","12276","","109","complete","317823","","","","20383","","1012","","0","18964","satisfy","","0.186846","6803","","71.574747","","12131","222","0.718422","","","","228759","0","","1407"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","16.08946286700666","28652","60955","4348227","results_rect","1","52","9204","19500","","133","complete","44314","","","","30636","","104","","0","30004","satisfy","","0.308333","10643","","14.011631","","1715","2442","1.14944","","","","36899","0","","620"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","716.2791271284223","17996","3370525","111627622","results_rect","1","44","5764","12276","","109","complete","3374679","","","","19460","","88","","0","18964","satisfy","","0.180786","6803","","714.912847","","0","21","0.662866","","","","0","0","","484"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","1.589731621555984","874","20168","8228827","results_rect","1","38","323","760","0.04","","","","0.0","855","","906","","76","","0","","satisfy","0.0","0.02","93","11404","1.32","21046","0","22","0.110962","113","20168","201086323","","","11289","1617"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.32321679033339024","640","1089","534080","results_rect","1","32","248","544","0.02","","","","0.0","43","","666","","64","","0","","satisfy","0.0","0.013","75","7178","0.053","1148","0","15","0.102763","92","1089","-630824129","","","7084","1167"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","SATISFIED","10.889977667480707","25175","52222","2730122","results_rect","1","50","8075","17150","","127","complete","37548","","","","27015","","100","","0","26425","satisfy","","0.259407","9408","","9.217507","","1419","1191","0.917009","","","","27884","0","","578"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6186443846673","23875","4833132","160556605","results_rect","0","50","7675","16250","","123","complete","4836997","","","","25593","","100","","0","25025","satisfy","","0.255693","8904","","1198.849924","","0","16","0.892116","","","","0","0","","556"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","2.6355484053492546","9162","15572","679051","results_rect","1","36","2934","6264","","81","complete","11546","","","","10085","","72","","0","9738","satisfy","","0.100218","3561","","1.813494","","331","2937","0.37782","","","","11757","0","","335"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.592085915617645","10368","22165","854276","results_rect","1","36","3312","7092","","85","complete","22240","","","","11390","","72","","0","11016","satisfy","","0.11546","4015","","2.714284","","0","19","0.425272","","","","0","0","","362"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.6935965241864","28652","4352316","162387101","results_rect","0","52","9204","19500","","133","complete","4362039","","","","30636","","104","","0","30004","satisfy","","0.306049","10643","","1198.617464","","0","19","1.07246","","","","0","0","","620"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","44.9027202622965","20856","201097","10732200","results_rect","1","48","6696","14208","","117","complete","152425","","","","22441","","96","","0","21912","satisfy","","0.21777","7827","","43.328037","","6041","1124","0.763491","","","","124771","0","","517"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","1.5405415697023273","13820","3790","182826","results_rect","1","40","4420","9440","","97","complete","2443","","","","15053","","80","","0","14620","satisfy","","0.143287","5283","","0.492518","","27","4420","0.536208","","","","10300","0","","421"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.6135156163945794","10368","22182","855316","results_rect","1","36","3312","7092","","85","complete","22260","","","","11390","","72","","0","11016","satisfy","","0.11559","4015","","2.734049","","0","19","0.421288","","","","0","0","","362"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","5.033041620627046","144","173558","5502465","results_rect","1","72","108","","","","","","","","1","213","","144","","0","","satisfy","","0.001866","91","239","4.81669","347151","0","47","0.088702","","","","","","","323"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7946101520210505","6592","1348","66818","results_rect","1","32","2112","4512","","69","complete","1099","","","","7334","","64","","0","7040","satisfy","","0.076349","2603","","0.128798","","81","2098","0.309256","","","","2583","0","","282"
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","623.0673091812059","35168","2397820","127862407","results_rect","1","56","11312","23912","","145","complete","1904220","","","","37440","","112","","0","36736","satisfy","","0.37395","12975","","620.682618","","62407","1960","1.25809","","","","1142258","0","","692"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","25.78262548800558","15498","154704","6980548","results_rect","1","42","4956","10584","","103","complete","121105","","","","16839","","84","","0","16380","satisfy","","0.162924","5905","","24.613856","","4181","119","0.604343","","","","63160","0","","447"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8223002627491951","7520","1343","53437","results_rect","1","32","2400","5152","","73","complete","1356","","","","8350","","64","","0","8032","satisfy","","0.085069","2959","","0.120438","","0","2381","0.338434","","","","2368","0","","306"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.6226940536872","28652","4279254","159414685","results_rect","0","52","9204","19500","","133","complete","4288807","","","","30636","","104","","0","30004","satisfy","","0.3085","10643","","1198.556993","","0","19","1.13167","","","","0","0","","620"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","27.064510782249272","15498","154559","6968071","results_rect","1","42","4956","10584","","103","complete","121115","","","","16839","","84","","0","16380","satisfy","","0.163083","5905","","25.918558","","4181","114","0.606456","","","","62971","0","","447"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","711.7478736815974","39846","2505268","485305756","results_rect","1","58","12702","25984","","151","complete","1913248","","","","42262","","1740","","0","39904","satisfy","","0.411661","14077","","709.110331","","76145","2150","1.40058","","","","1428556","0","","2346"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.7622513687238","39570","4318123","180148731","results_rect","0","60","12750","26880","","153","complete","4321775","","","","41991","","120","","0","41250","satisfy","","0.417313","14529","","1198.196517","","0","18","1.38225","","","","0","0","","729"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","6.235135287977755","152","192527","7240705","results_rect","1","76","114","","","","","","","","1","223","","152","","0","","satisfy","","0.001967","93","247","6.01792","385093","0","51","0.089792","","","","","","","339"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_false.dzn","SATISFIED","47.13726915046573","35168","200992","10550514","results_rect","1","56","11312","23912","","145","complete","144462","","","","37440","","112","","0","36736","satisfy","","0.375297","12975","","44.678759","","3517","1869","1.27233","","","","96361","0","","692"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.8042558282613754","8007","1343","53608","results_rect","1","34","2567","5474","","75","complete","1358","","","","8841","","68","","0","8517","satisfy","","0.08688","3124","","0.123689","","0","2548","0.34176","","","","2533","0","","312"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","53.91590320318937","32452","204818","12130795","results_rect","1","56","10444","22064","","141","complete","153635","","","","34575","","112","","0","33908","satisfy","","0.345625","11991","","51.72143","","6155","1968","1.16847","","","","140635","0","","655"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","0.36455790884792805","136","4095","207961","results_rect","1","68","102","","","","","","","","1","199","","136","","0","","satisfy","","0.001812","81","219","0.115617","8216","0","34","0.089635","","","","","","","303"
