"configuration","problem","model","data_file","status","time","flatTime","nSolutions","nogoods","extractedViews","propagations","boolVariables","evaluatedHalfReifiedConstraints","oracleDecisions","userDecisions","run","flatBoolConstraints","nodes","intVars","failures","intVariables","unifiedVariables","evaluatedReifiedConstraints","flatIntConstraints","paths","baseMem","backjumps","peakDepth","restarts","flatIntVars","solutions","variables","method","randomSeed","initTime","trailMem","flatBoolVars","eliminatedImplications","propagators","blockType","peakMem","objective","solveTime","objectiveBound"
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.643013888038695","0.42943","1","","11016","853574","","72","0","22260","results_rect","3312","","","22180","85","0","7092","11390","0","","","19","0","4015","","","satisfy","","0.112992","","10368","36","362","complete","","","2.775234",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.8052654368802905","0.327118","1","","8032","66800","","64","2901","1220","results_rect","2400","","","1504","73","0","5152","8350","0","","","2381","82","2959","","","satisfy","","0.081116","","7520","32","306","complete","","","0.145466",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.6186072416604","0.890397","0","","25025","564561171","","1300","0","4881761","results_rect","7975","","","4877941","123","0","16250","26792","0","","","16","0","8904","","","satisfy","","0.264551","","25075","50","1755","complete","","","1198.84113",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp21_false.dzn","SATISFIED","44.524399355985224","0.093414","1","","","43906128","","160","","","results_rect","120","2772093","","1386014","","","","237","0","","","51","0","103","1","267","satisfy","","0.002101","","160","80","359","","","","44.2597",""
"Huub_free_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.6509096343070269","0.569425","1","","14620","182818","","80","10300","2443","results_rect","4420","","","3790","97","0","9440","15053","0","","","4420","27","5283","","","satisfy","","0.143615","","13820","40","421","complete","","","0.504752",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.5558318449184","0.789752","0","","21022","161161653","","92","0","4851457","results_rect","6394","","","4847727","115","0","13616","21545","0","","","18","0","7527","","","satisfy","","0.205113","","19964","46","511","complete","","","1199.001085",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","UNKNOWN","1200.2793068569154","0.120975","0","","","1094498491","","232","","","results_rect","174","49875885","","24937937","","","","345","0","","","61","0","157","0","393","satisfy","","0.006983","","232","116","521","","","","1199.88",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.2632025545463","0.102597","0","","","","","200","","","results_rect","150","","","","","","","297","0","","","","","133","","","satisfy","","","","200","100","","","","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.4371198303998","0.734638","0","","21022","163006386","","92","0","4908273","results_rect","6394","","","4904411","115","0","13616","21545","0","","","18","0","7527","","","satisfy","","0.207326","","19964","46","511","complete","","","1199.055959",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","7.31367036793381","1.04748","1","","30004","1412195","","104","10645","15146","results_rect","9204","","","20745","133","0","19500","30636","0","","","2543","227","10643","","","satisfy","","0.308759","","28652","52","620","complete","","","5.360857",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.7364490116015","1.2117","0","","33908","154270304","","112","0","3861404","results_rect","10444","","","3858893","141","0","22064","34575","0","","","16","0","11991","","","satisfy","","0.348067","","32452","56","655","complete","","","1198.438843",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_true.dzn","UNKNOWN","1200.2908225441352","0.118128","0","","","1105509157","","240","","","results_rect","180","50920858","","25460421","","","","355","0","","","61","0","159","0","401","satisfy","","0.008723","","240","120","537","","","","1199.88",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.1693656602874","0.097231","0","","","806204655","","200","","","results_rect","150","55316160","","27657983","","","","295","0","","","55","0","129","0","331","satisfy","","0.003917","","200","100","447","","","","1199.9",""
"Huub_vsids_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","2.0982213700190187","1.04671","1","","30004","56662","","104","16323","0","results_rect","9204","","","295","133","0","19500","30636","0","","","9279","2","10643","","","satisfy","","0.301324","","28652","52","620","complete","","","0.155141",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.564915808849","0.775903","0","","21022","562558527","","1104","0","5045989","results_rect","6647","","","5041897","115","0","13616","22556","0","","","19","0","7527","","","satisfy","","0.215544","","20976","46","1522","complete","","","1199.006373",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_true.dzn","SATISFIED","1.2755165817216039","0.381272","1","","9738","198444","","72","6170","0","results_rect","2934","","","2923","81","0","6264","10085","0","","","2935","2","3561","","","satisfy","","0.098327","","9162","36","335","complete","","","0.514265",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.565087995492","1.01379","0","","26425","551859932","","1300","0","4720954","results_rect","8375","","","4714730","127","0","17150","28214","0","","","16","0","9408","","","satisfy","","0.274247","","26375","50","1777","complete","","","1198.708065",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","1.9718570653349161","0.701107","1","","19803","199798","","92","21435","0","results_rect","6049","","","2825","111","0","12834","20305","0","","","6093","10","7086","","","satisfy","","0.195823","","18837","46","490","complete","","","0.508011",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.8177133174613","1.18477","0","","32724","152654315","","108","0","3831588","results_rect","10044","","","3829089","139","0","21276","33385","0","","","16","0","11593","","","satisfy","","0.334642","","31266","54","649","complete","","","1198.479577",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.2861449737101793","0.51802","1","","12502","429746","","760","16217","0","results_rect","3933","","","2537","91","0","8056","13584","0","","","4557","3","4543","","","satisfy","","0.130239","","12464","38","1069","complete","","","0.309092",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","1.8651203867048025","0.675744","1","","19803","217711","","92","21387","0","results_rect","6049","","","2762","111","0","12834","20305","0","","","6136","6","7086","","","satisfy","","0.190912","","18837","46","490","complete","","","0.596465",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp29_true.dzn","UNKNOWN","1200.6989445248619","1.26186","0","","38019","195776562","","116","2077767","2479681","results_rect","11745","","","3689778","147","0","24766","38729","0","","","1953","75993","13406","","","satisfy","","0.383164","","36453","58","698","complete","","","1198.354173",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","SATISFIED","15.005914301611483","1.19803","1","","33908","2556983","","112","20444","37771","results_rect","10444","","","47178","141","0","22064","34575","0","","","1968","925","11991","","","satisfy","","0.341652","","32452","56","655","complete","","","12.816809",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_true.dzn","SATISFIED","1.0011128392070532","0.384224","1","","8517","145135","","612","3140","1358","results_rect","2703","","","1343","75","0","5474","9384","0","","","3155","0","3124","","","satisfy","","0.092366","","8551","34","852","complete","","","0.117399",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.699934723787","0.850804","0","","25025","153203190","","100","0","4625618","results_rect","7675","","","4621890","123","0","16250","25593","0","","","16","0","8904","","","satisfy","","0.256631","","23875","50","556","complete","","","1198.892874",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.3743483489379287","0.466047","1","","12502","166819","","76","1160","2606","results_rect","3762","","","3502","91","0","8056","12901","0","","","61","27","4543","","","satisfy","","0.126838","","11780","38","387","complete","","","0.4599",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","18.9068573564291","1.05878","1","","30004","4847433","","104","39726","51111","results_rect","9204","","","70776","133","0","19500","30636","0","","","700","1761","10643","","","satisfy","","0.300646","","28652","52","620","complete","","","16.951418",""
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","SATISFIED","2.417391967959702","1.22912","1","","32724","63125","","108","17705","0","results_rect","10044","","","282","139","0","21276","33385","0","","","10079","3","11593","","","satisfy","","0.332096","","31266","54","649","complete","","","0.20515",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.779892343096435","0.469634","1","","11609","856863","","76","0","22276","results_rect","3515","","","22194","87","0","7486","11989","0","","","21","0","4216","","","satisfy","","0.120145","","10963","38","368","complete","","","2.835233",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","UNKNOWN","1200.639693084173","0.761314","0","","21912","158753026","","96","0","4761223","results_rect","6696","","","4757490","117","0","14208","22441","0","","","19","0","7827","","","satisfy","","0.220212","","20856","48","517","complete","","","1199.014231",""
"Huub_vsids_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","SATISFIED","2.7563895527273417","0.97493","1","","27456","374130","","104","21697","0","results_rect","8424","","","2718","129","0","17836","28052","0","","","8563","9","9755","","","satisfy","","0.27316","","26208","52","584","complete","","","0.969929",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.3753807470202446","0.517259","1","","13140","177531","","80","14955","0","results_rect","3980","","","2786","93","0","8480","13545","0","","","3994","2","4759","","","satisfy","","0.134016","","12420","40","393","complete","","","0.408018",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_false.dzn","SATISFIED","40.911620798520744","0.789666","1","","24048","8972934","","96","94280","131447","results_rect","7344","","","190086","121","0","15600","24610","0","","","529","2653","8575","","","satisfy","","0.22817","","22896","48","550","complete","","","39.412943",""
"Huub_user_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5256221666932","0.969257","0","","27456","144218095","","104","0","4289793","results_rect","8424","","","4284001","129","0","17836","28052","0","","","16","0","9755","","","satisfy","","0.271406","","26208","52","584","complete","","","1198.756591",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","2.5530100809410214","0.903322","1","","25025","1018091","","1300","22874","0","results_rect","7975","","","4048","123","0","16250","26792","0","","","8887","8","8904","","","satisfy","","0.263984","","25075","50","1755","complete","","","0.868137",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.2275856947526336","0.392367","1","","9738","217623","","72","6424","0","results_rect","2934","","","3073","81","0","6264","10085","0","","","2941","19","3561","","","satisfy","","0.094728","","9162","36","335","complete","","","0.470802",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_false.dzn","UNKNOWN","1200.6969608766958","1.14599","0","","32724","155410201","","108","0","3899600","results_rect","10044","","","3897091","139","0","21276","33385","0","","","16","0","11593","","","satisfy","","0.332457","","31266","54","649","complete","","","1198.519629",""
